"","","Smp","Avg","Tot","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Max","Std","Std","Std","Std","Std","Std","Std","Std","Std","Std","Std","Std","Std","Std","Std","Std","Std","Std","Std","Std","Std","Std","Std","Std","Std","Std","Std","Std","Std","Std","Std","Std","Std","Std","Std","Std","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg"
"2022-07-13 06:33:19",8,13,128,100,368.200463481554,4.09774992904655,96,29.99778,-3.999995,50.40759,38.92217,0.02443206,29.99262,29.999,2.017949,2.340143,0.4767086,38.86783,52.32263,-34.99986,1460.829,8217,50.03711,8.896698,86.53442,101.9061,-39.00005,1448.797,8456,0.1331374,0.06107404,169.3372,54.13288,399.9156,399.966,0.3883262,0.486929,0.5281615,24.89279,11.77039,0,0.3373303,0.009136025,0,0.01122705,0.0002595887,0.0002883801,0.0005200921,1.269795E-05,0.005900912,0.001812961,0.0003116746,0.00253485,0.001500063,0.04374018,0.2105578,0.002652492,0.272136,0,0.00450701,0.003824166,0.008272946,0.047493,0.00117288,0.1232486,0,0.01691396,0.009103533,0.4608007,1.154975,0.1053955,0.1049561,0.0009906119,8.649165E-05,0.0005665633,0.002133759,0.002375056,1,0,-76.07287,"NAN",1,0,960,0.414101,156.8773,10.46181,16.47287,0,0,32.02191,31.74518,1,1,24.16021,9.62798
"2022-07-13 06:33:39",9,20,128,100,2.677158,0.1275792,96,29.99889,-4.000002,50.4077,38.92221,0.02443491,29.99834,29.9981,2.01794,2.355532,0.4791501,39.11929,52.59232,-35.00001,1460.787,8217,57.79362,10.02415,99.82185,114.6198,-39.00006,1448.784,8456,0.1310417,0.06715592,166.6092,95.97757,399.994,400.0706,0.4079741,0.4819964,0.5285704,24.89581,11.77026,0,0.5346286,0.007950532,0,0.01138735,0.0002850569,0.0006188439,0.0007451557,1.259433E-05,0.003386131,0.001232606,0.0003424218,0.002607102,0.001572067,0.04507429,0.2340358,0.002284799,0.2536029,0,0.01036989,0.005004529,0.01952736,0.06291809,0.0009948054,0.1313425,0,0.01097006,0.008922842,0.166102,0.1016339,0.0203714,0.1351358,7.236132E-05,0.0001696275,0.0005918618,0.002687698,0.002279872,1,0,-76.31313,"NAN",1,0,960,0.4050413,156.6838,10.49172,16.47187,0,0,32.02191,31.74517,1,1,24.16021,9.627787
"2022-07-13 06:33:59",10,21,128,100,72.44234,0.885888,96,29.99922,-4.000004,50.4081,38.92256,0.02443197,30.00049,30.00358,2.017932,2.367961,0.4815708,39.32222,52.83879,-35.00008,1460.778,8217,56.26135,9.803377,97.19665,112.1085,-39.00001,1448.784,8456,0.1299638,0.05298038,166.5579,105.7789,399.9928,400.0072,0.4117838,0.480347,0.5291334,24.90052,11.76897,0,0.1234739,0.005672521,0,0.01116239,0.0002932744,0.0004662448,0.0006353621,1.173171E-05,0.002684582,0.001362276,0.0003523823,0.002413073,0.001515693,0.04193963,0.2012597,0.002717145,0.2884048,0,0.005031733,0.004978894,0.009520433,0.05347822,0.001128608,0.1228169,0,0.009397164,0.008103423,0.1924397,0.1163803,0.01979206,0.04560138,8.195685E-05,6.118184E-05,0.0005746958,0.002469693,0.002253943,1,0,-76.18038,"NAN",1,0,960,0.4286271,156.6483,10.51805,16.47044,0,0,32.02191,31.74464,1,1,24.16021,9.625815
"2022-07-13 06:34:19",11,23,128,100,317.3338,3.539563,96,29.99878,-4.000006,50.40836,38.92288,0.02443149,29.99605,30.00224,2.017946,2.381049,0.4838885,39.53406,53.08648,-35.00028,1460.803,8217,51.22906,9.067403,88.57185,103.7856,-38.99993,1448.788,8456,0.1427269,0.04615404,166.4817,141.57,399.9936,400.027,0.4225655,0.4769669,0.529636,24.90231,11.76827,0,0.164176,0.006997682,0,0.008655851,0.0002807012,0.0004856173,0.000663903,1.238639E-05,0.004686153,0.004055691,0.0003378344,0.002520886,0.00137368,0.04465168,0.1978099,0.002664248,0.2738333,0,0.008989476,0.004887834,0.01380427,0.04495481,0.001631224,0.1222963,0,0.01050061,0.0110013,0.1911693,0.1266764,0.0244719,0.1372896,7.998408E-05,0.0001739803,0.000446369,0.0008140641,0.002118598,1,0,-78.21262,"NAN",1,0,960,0.363591,156.0977,10.54183,16.47026,0,0,32.02191,31.74212,1,1,24.16164,9.623434
"2022-07-13 06:34:39",12,26,132,100,1015.657,11.04302,96,29.99895,-3.999996,50.4089,38.92346,0.02443175,30.00513,30.00166,2.017965,2.391556,0.4859051,39.70663,53.27077,-34.99986,1460.828,8217,39.26674,7.278717,68.04128,83.53731,-39.00001,1448.78,8456,0.1252076,0.04399602,164.6182,0.1020145,397.4037,400.0934,0.2,0.4913544,0.5301692,24.90361,11.76825,0,0.7428502,0.02185502,0,0.01198478,0.0002902086,0.000578704,0.0007821937,1.324384E-05,0.0006441665,0.0006335155,0.0003481699,0.002090818,0.00142893,0.03526944,0.1940521,0.002782115,0.2889642,0,0.01014207,0.004192631,0.01857795,0.04366898,0.001145524,0.1323212,0,0.008069129,0.007499639,0.08057582,0.008813888,0.103782,0.6173428,0,0.001342739,0.0006177442,0.001943382,0.002100661,1,0,-79.70409,"NAN",1,0,960,0.4048455,156.2365,10.56675,16.46965,0,0,32.02191,31.74244,1,1,24.1701,9.628149
"2022-07-13 06:34:59",13,2,128,100,282.2752,3.174059,96,29.99776,-4.000002,50.4087,38.92329,0.02443153,30.00521,29.9994,2.017945,2.406086,0.4883819,39.94547,53.52232,-34.99989,1460.825,8217,51.98967,9.181046,89.86411,105.0066,-39.00001,1448.787,8456,0.1159827,0.04604026,161.2884,55.88039,400.016,399.9308,0.3894956,0.5030329,0.5308915,24.90657,11.77036,0,1.063306,0.01362406,0,0.01247609,0.000264204,0.0004493516,0.0005737119,1.259065E-05,0.001578643,0.001427687,0.0003174087,0.002138426,0.001690892,0.03850791,0.22775,0.002947496,0.2930899,0,0.02283667,0.004950324,0.03957897,0.06228103,0.001147801,0.1218334,0,0.008796423,0.008323492,0.1405664,0.1306485,0.02180578,0.2708711,0.0001244843,0.0002945464,0.0006378216,0.002016866,0.002223644,1,0,-79.15698,"NAN",1,0,960,0.3898406,156.3466,10.589,16.46957,0,0,32.02191,31.73879,1,1,24.19883,9.627295
"2022-07-13 06:35:19",14,10,128,100,383.033549310146,4.19106385670855,96,29.99875,-3.999998,50.40845,38.92301,0.02443273,29.99432,29.99752,2.017945,2.411849,0.4888634,40.04177,53.57506,-35.00047,1460.785,8217,50.10863,8.911016,86.64828,101.9899,-39.00043,1448.783,8456,0.1348581,0.05184464,168.7505,58.40676,400.0248,400.036,0.3900346,0.4850811,0.5305678,24.90865,11.77055,0,0.2451977,0.01062346,0,0.01006754,0.0003155371,0.0003914986,0.000607663,1.492787E-05,0.004784573,0.001156866,0.0003787116,0.00156118,0.001591329,0.02886841,0.2074697,0.008823049,0.289321,0,0.004734314,0.004235994,0.007448853,0.048463,0.008672826,0.1160623,0,0.01480154,0.00771401,0.1160868,0.2593937,0.05134808,0.3284733,0.0002194966,0.0004658943,0.0005311347,0.0018397,0.002172183,1,0,-76.36868,"NAN",1,0,960,0.4211246,156.2085,10.61222,16.46848,0,0,32.02191,31.73531,1,1,24.21627,9.627171
"2022-07-13 06:35:39",15,11,128,100,378.556734289849,4.16001074698939,96,29.99972,-3.999996,50.40778,38.92223,0.02443421,30.00473,30.00145,2.017904,2.415481,0.4894443,40.10381,53.70393,-34.99997,1460.799,8217,50.10306,8.906406,86.64545,102.019,-39.00004,1448.777,8456,0.1174374,0.04720768,168.8886,51.04606,400.0561,399.9975,0.3854097,0.4847159,0.5309286,24.91111,11.77011,0,0.1577299,0.008911038,0,0.01087706,0.0002863358,0.0004104799,0.000687224,1.273221E-05,0.001604357,0.002194126,0.0003442508,0.001565177,0.001453506,0.028055,0.1908296,0.003123997,0.2798139,0,0.004389205,0.004764691,0.008133381,0.04682778,0.002417176,0.1080013,0,0.008083689,0.007526917,0.1503771,1.303958,0.1585181,0.02971667,0.001173387,3.846376E-05,0.0005574986,0.001998635,0.002251417,1,0,-75.79594,"NAN",1,0,960,0.4249249,156.6147,10.62887,16.46594,0,0,32.02191,31.7328,1,1,24.21894,9.631103
"2022-07-13 06:35:59",16,12,128,100,383.091203457101,4.26499311925788,96,29.99875,-4.000004,50.40824,38.92276,0.0244344,30.00485,29.99905,2.017892,2.419641,0.4902754,40.16982,53.75719,-35.00006,1460.792,8217,50.06147,8.903153,86.56951,101.9358,-39.00004,1448.773,8456,0.1073189,0.05478619,168.9411,108.9494,400.0286,399.9877,0.4097467,0.479112,0.5312267,24.91462,11.77062,0,0.1756749,0.009018362,0,0.01057783,0.0002776499,0.000394638,0.0005824798,1.354488E-05,0.000834971,0.00106672,0.0003332429,0.001729391,0.001618455,0.03196287,0.2218881,0.002829753,0.2483472,0,0.004066269,0.004840394,0.008121708,0.05390486,0.001745431,0.08396385,0,0.00826459,0.00700815,0.1112232,0.5670242,0.05086172,0.1551437,0.0003210449,0.0003005585,0.0005562697,0.002009504,0.002183539,1,0,-78.02697,"NAN",1,0,960,0.3946556,155.8855,10.64639,16.46302,0,0,32.02191,31.73246,1,1,24.21894,9.624201
"2022-07-13 06:36:19",17,13,128,100,386.008781183089,4.19621421747033,96,29.99863,-3.999983,50.40869,38.92332,0.02443203,30.00054,29.99616,2.017931,2.422979,0.4909003,40.22303,53.7976,-34.99984,1460.785,8217,50.05997,8.905476,86.56212,101.9157,-39,1448.765,8456,0.1129668,0.06592605,168.877,54.51566,399.9202,399.9696,0.3851629,0.4846898,0.5315942,24.91668,11.77052,0,0.2100208,0.008427734,0,0.01304707,0.0002967878,0.0004399364,0.0006476454,1.314341E-05,0.001765039,0.001796337,0.0003562541,0.001572867,0.001725313,0.02861848,0.2574266,0.003104777,0.276379,0,0.004159727,0.004930646,0.008169699,0.05307579,0.002239891,0.1135219,0,0.008376137,0.007028291,0.3626442,1.139559,0.1073717,0.1073818,0.0009561404,0.0001041947,0.0006671016,0.001921614,0.002347415,1,0,-81.33157,"NAN",1,0,960,0.4032357,155.9776,10.66195,16.45992,0,0,32.02191,31.73234,1,1,24.21894,9.62544
