"TOA5","TGA Sampling System","CR3000","3722","CR3000.Std.28.02","CPU:TGAsampling_v1_2_LICOR_high_CO2__site_11_13_CalTank2.CR3","2183","SiteAvg"
"TIMESTAMP","RECORD","valve_number","diag_system_Avg","NumSamples","Conc12C_Avg","Conc13C_Avg","TGAStatus_Avg","TGAPressure_Avg","LaserTemp_Avg","DCCurrentA_Avg","DCCurrentB_Avg","TGAAnalog1_Avg","TGATemp1_Avg","TGATemp2_Avg","LaserCooler_Avg","RefDetSigA_Avg","RefDetSigB_Avg","RefDetTransA_Avg","RefDetTransB_Avg","RefDetTemp_Avg","RefDetCooler_Avg","RefDetGainOffset_Avg","SmpDetSigA_Avg","SmpDetSigB_Avg","SmpDetTransA_Avg","SmpDetTransB_Avg","SmpDetTemp_Avg","SmpDetCooler_Avg","SmpDetGainOffset_Avg","TGATemp1DutyCycle_Avg","TGATemp2DutyCycle_Avg","SampleFlow_Avg","ExcessFlow_Avg","SamplePress_Avg","BypassPress_Avg","SampleP_control_Avg","BypassP_control_Avg","TGAPress_control_Avg","panel_tmpr_Avg","batt_volt_Avg","buff_depth_Max","Conc12C_Std","Conc13C_Std","TGAStatus_Std","TGAPressure_Std","LaserTemp_Std","DCCurrentA_Std","DCCurrentB_Std","TGAAnalog1_Std","TGATemp1_Std","TGATemp2_Std","LaserCooler_Std","RefDetSigA_Std","RefDetSigB_Std","RefDetTransA_Std","RefDetTransB_Std","RefDetTemp_Std","RefDetCooler_Std","RefDetGainOffset_Std","SmpDetSigA_Std","SmpDetSigB_Std","SmpDetTransA_Std","SmpDetTransB_Std","SmpDetTemp_Std","SmpDetCooler_Std","SmpDetGainOffset_Std","TGATemp1DutyCycle_Std","TGATemp2DutyCycle_Std","SampleFlow_Std","ExcessFlow_Std","SamplePress_Std","BypassPress_Std","SampleP_control_Std","BypassP_control_Std","TGAPress_control_Std","panel_tmpr_Std","batt_volt_Std","Li64Match_Avg(1)","Li64Match_Avg(2)","Li64Tmpr_Avg(1)","Li64Tmpr_Avg(2)","Li64Heat_Avg(1)","Li64Heat_Avg(2)","_Mix_diag_system_Avg","_Mix_ExcessZeroFlow_Avg","_Mix_ExcessMixFlow_Avg","_Mix_CO2Press_Avg","_Mix_ZeroPress_Avg","_Mix_CO2P_control_Avg","_Mix_ZeroP_control_Avg","_Mix_MixTmpr1_Avg","_Mix_MixTmpr2_Avg","_Mix_MixHeat1_Avg","_Mix_MixHeat2_Avg","_Mix_panel_tmpr_Avg","_Mix_batt_volt_Avg"
"TS","RN","","","","ppm","ppm","","mb","degC","mA","mA","V","degC","degC","V","mV","mV","%","%","degC","","","mV","mV","%","%","degC","","","","","ml_min","ml_min","mb","mb","","","","degC","V","","ppm","ppm","","mb","degC","mA","mA","V","degC","degC","V","mV","mV","%","%","degC","","","mV","mV","%","%","degC","","","","","ml_min","ml_min","mb","mb","","","","degC","V","","","degC","degC","","","","","","","","","","","","","","",""
"","","Smp","Avg","Tot","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Max","Std","Std","Std","Std","Std","Std","Std","Std","Std","Std","Std","Std","Std","Std","Std","Std","Std","Std","Std","Std","Std","Std","Std","Std","Std","Std","Std","Std","Std","Std","Std","Std","Std","Std","Std","Std","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg"
"2022-07-12 06:12:43",0,20,128,100,2.899841,0.1318221,96,29.99845,-4.000001,50.41584,38.93115,0.02443807,29.99657,30.00393,2.01805,2.479944,0.5028758,41.15803,54.79311,-34.99983,1460.795,8217,57.84329,10.08097,99.80696,114.4194,-38.99996,1448.794,8456,0.1296314,0.06012669,166.8694,95.77005,399.9909,400.0739,0.3999992,0.4768016,0.5284358,24.72967,11.77118,0,0.5244495,0.007973559,0,0.01013522,0.0002440311,0.0004542925,0.0006772058,1.563094E-05,0.0009936176,0.002148239,0.0002931295,0.001545315,0.0016938,0.0297524,0.2551055,0.003639811,0.3543305,0,0.01137329,0.004973153,0.02139657,0.063113,0.001360185,0.1147343,0,0.009234957,0.008372576,0.1467055,0.1002579,0.02138469,0.1431258,9.047233E-05,0.0001851287,0.0005360411,0.006407077,0.002413022,1,0,-79.19379,"NAN",1,0,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-07-12 06:13:03",1,21,128,100,68.78302,0.8471575,96,29.99984,-4.000011,50.4156,38.93088,0.0244375,30.00131,29.99635,2.018019,2.48027,0.5028366,41.16261,54.79067,-35.00003,1460.788,8217,56.46407,9.878257,97.44871,112.1628,-38.99999,1448.775,8456,0.1209676,0.07703648,166.773,105.4565,399.9926,400.0175,0.4035112,0.4752448,0.5287516,24.74487,11.76961,0,0.09459695,0.006373304,0,0.01048447,0.0002885268,0.0005995765,0.0008438901,1.393557E-05,0.001209603,0.001365586,0.0003468731,0.001845221,0.001483758,0.03536909,0.2326694,0.003200093,0.315744,0,0.005192904,0.005758571,0.007810477,0.04409593,0.001281969,0.107692,0,0.008263979,0.009780065,0.2004475,0.1117142,0.02337012,0.04278763,8.988204E-05,5.466581E-05,0.0005411878,0.002221434,0.002348584,1,0,-77.55684,"NAN",1,0,960,0.419508,158.6725,11.39273,16.54967,0,0,32.01,31.71206,1,1,24.13083,9.623026
"2022-07-12 06:13:23",2,23,128,100,311.9211,3.481038,96,29.99972,-4.000005,50.41497,38.93021,0.02443633,29.99551,30.00218,2.017998,2.479101,0.5023587,41.14211,54.72839,-35.00017,1460.773,8217,51.6419,9.166037,89.19809,104.2303,-39,1448.782,8456,0.1320026,0.06767974,166.6646,140.8523,399.9948,400.0501,0.4144067,0.4713215,0.5295133,24.74614,11.76775,0,0.2025274,0.008489935,0,0.01146048,0.0002721318,0.0003378475,0.0006101889,1.31422E-05,0.003558007,0.001406258,0.0003263854,0.001552442,0.001449646,0.02675098,0.2229893,0.003605564,0.3563012,0,0.005015054,0.00366,0.008745662,0.05640076,0.001158912,0.1008879,0,0.01190002,0.008281291,0.1747448,0.1206983,0.01985462,0.1358328,7.081265E-05,0.0001518521,0.0005923513,0.002136649,0.002237465,1,0,-81.64913,"NAN",1,0,960,0.3786373,158.4796,11.39301,16.54884,0,0,32.00571,31.71206,1,1,24.13083,9.62456
"2022-07-12 06:13:43",3,26,132,100,1022.453,11.1135,96,29.9991,-3.999995,50.41483,38.93006,0.02443573,29.99933,30.00134,2.017996,2.475237,0.5017473,41.07892,54.69791,-35.00005,1460.807,8217,39.76097,7.379632,68.83432,84.21098,-38.99996,1448.784,8456,0.1289155,0.06759989,163.5487,0.1231633,395.5236,399.8782,0.2,0.4842196,0.5297887,24.74752,11.76789,0,1.106388,0.02317241,0,0.01021221,0.0002873263,0.0004919227,0.0007534389,1.303537E-05,0.001737088,0.001264727,0.0003448621,0.001990054,0.001498572,0.03663215,0.2256746,0.003654762,0.3565085,0,0.01354334,0.003882877,0.02548935,0.04850735,0.001477694,0.1203121,0,0.008831811,0.008490127,0.08707305,0.009584858,0.09348866,0.4229478,0,0.0004631036,0.0005252939,0.002300089,0.002183887,1,0,-79.39761,"NAN",1,0,960,0.4409155,158.0229,11.39133,16.54871,0,0,32.00891,31.71206,1,1,24.13127,9.620438
"2022-07-12 06:14:03",4,2,128,100,294.2801,3.299352,96,29.9999,-4.000016,50.41525,38.93047,0.02443402,29.99685,30.00193,2.017975,2.479097,0.5024846,41.13942,54.74608,-35.00008,1460.767,8217,51.98061,9.217013,89.77292,104.7769,-39.00004,1448.769,8456,0.138158,0.06486893,161.9096,53.3406,400.0282,399.9293,0.3849227,0.4957141,0.530216,24.74915,11.77046,0,1.553519,0.0179983,0,0.01124173,0.0002499461,0.0005028778,0.000625354,1.310136E-05,0.001127913,0.002271337,0.0003005991,0.001541352,0.001879465,0.02934872,0.2584776,0.003147289,0.2988565,0,0.02785553,0.005009207,0.05126807,0.07631181,0.001283803,0.09310061,0,0.008863539,0.008617967,0.1593917,0.08248278,0.02420366,0.3114182,0.0002206527,0.0003595534,0.0005769755,0.002243861,0.002319539,1,0,-79.69406,"NAN",1,0,960,0.4114958,158.1833,11.38844,16.54836,0,0,32.00925,31.71206,1,1,24.13142,9.620493
"2022-07-12 06:14:23",5,10,128,100,397.506162249006,4.34108858259374,96,29.9999,-3.999988,50.41481,38.93004,0.02443516,30.00084,30.00125,2.017999,2.479255,0.5022987,41.14502,54.74118,-34.99994,1460.764,8217,50.11069,8.947421,86.57798,101.8006,-39.00007,1448.747,8456,0.1316489,0.06487338,169.6375,56.12097,400.0275,400.0327,0.3856609,0.4781765,0.5297957,24.75104,11.77061,0,0.2406473,0.01019657,0,0.0119032,0.0003049754,0.0005204263,0.0008392772,1.201265E-05,0.001529101,0.002326217,0.0003662292,0.001543279,0.001460572,0.03028237,0.2062482,0.003299914,0.3153714,0,0.003882197,0.005105532,0.00766295,0.04864728,0.001270436,0.09817301,0,0.008601695,0.01031049,0.1181236,0.2719246,0.05277319,0.3536549,0.0002373539,0.0005175106,0.0006123947,0.001925245,0.002195993,1,0,-81.93834,"NAN",1,0,960,0.3899364,158.2523,11.38551,16.54811,0,0,31.99859,31.71206,1,1,24.1369,9.626056
"2022-07-12 06:14:43",6,11,128,100,392.771940403516,4.35926704428338,96,29.9983,-4.000002,50.41466,38.92995,0.02443658,29.99952,30.00302,2.017952,2.480316,0.5026149,41.16025,54.78148,-34.99989,1460.742,8217,50.10847,8.947692,86.57291,101.7933,-39.00006,1448.744,8456,0.1350831,0.05801172,169.6525,54.18169,399.9877,399.9955,0.3844914,0.4778212,0.5302423,24.75195,11.77033,0,0.1700791,0.01020013,0,0.01214743,0.0002584265,0.0003586201,0.0006087634,1.347814E-05,0.002403914,0.001238436,0.0003104452,0.001661037,0.001633051,0.03017235,0.2424871,0.003357482,0.3271046,0,0.004149778,0.004435319,0.007311734,0.04796977,0.001259533,0.1053159,0,0.009694133,0.007723212,0.09734871,0.1695374,0.05060022,0.02220378,0.000149124,2.379149E-05,0.0006452778,0.002258936,0.002131496,1,0,-77.53283,"NAN",1,0,960,0.435933,158.4904,11.38515,16.54774,0,0,31.98969,31.71206,1,1,24.14693,9.625562
"2022-07-12 06:15:03",7,12,128,100,396.997472414096,4.29953605464422,96,30.00059,-4.000002,50.4151,38.93037,0.0244381,30.00066,29.99845,2.017943,2.48148,0.5027488,41.17832,54.78908,-35.00009,1460.745,8217,50.10408,8.948833,86.56181,101.7695,-38.99998,1448.753,8456,0.1358731,0.06642985,169.259,52.7066,399.9514,399.9991,0.3833662,0.4778674,0.5308822,24.75357,11.77054,0,0.1923089,0.0114723,0,0.01240156,0.0003022062,0.0005575229,0.000905071,1.15988E-05,0.001670939,0.001194543,0.000363577,0.001798413,0.001616022,0.03253214,0.2492661,0.003627548,0.3389181,0,0.004431372,0.005176733,0.006447383,0.04593524,0.001097827,0.09661487,0,0.008518072,0.007506665,0.1158686,0.4718148,0.06702283,0.02370369,0.0004263662,2.621489E-05,0.0006347627,0.002395018,0.002248739,1,0,-76.21416,"NAN",1,0,960,0.3755573,158.0185,11.38339,16.54678,0,0,31.98792,31.71206,1,1,24.14818,9.623056
