"Sys","Sys","GasEx","GasEx","GasEx","GasEx","GasEx","GasEx","GasEx","GasEx","GasEx","GasEx","GasEx","GasEx","GasEx","GasEx","GasEx","GasEx","LeafQ","Const","Const","Meas","Meas","Meas","Meas","Meas","Meas","Meas","Meas","Meas","Status","Status","plant specification","plant specification","plant specification","plant specification","plant specification","in","in","calibrated TDL","calibrated TDL (sample)","calibrated TDL (sample)","calibrated TDL (sample)","calibrated TDL (sample)","calibrated TDL (sample)","calibrated TDL (sample)","calibrated TDL (reference)","calibrated TDL (reference)","calibrated TDL (reference)","calibrated TDL (reference)","calibrated TDL (reference)","calibrated TDL (reference)","calculated","calculated","calculated","calculated","calculated","calculated","calculated","calculated","calculated","calculated","calculated","calculated","calculated","calculated","calculated","calculated","calculated","calculated","calculated","calculated","calculated","calculated","calculated"
"obs","time","E","A","Ca","Ci","Pci","Pca","gsw","gbw","gtw","gtc","TleafCnd","SVPleaf","RHcham","VPcham","SVPcham","VPDleaf","Qin","S","K","CO2_s","CO2_r","H2O_s","H2O_r","Flow","Pa","DeltaPcham","Tair","Tleaf","Flow_s","Flow_r","genotype","event","replicate","event_rep","original_file","Oxygen","respiration","cycle_num","valve_number_s","tdl_time_s","calibrated_12c_s","calibrated_13c_s","total_mixing_ratio_s","total_isotope_ratio_s","valve_number_r","tdl_time_r","calibrated_12c_r","calibrated_13c_r","total_mixing_ratio_r","total_isotope_ratio_r","Cs_licor","Ce_licor","ppO2","gsc","gbc","Csurface","ppCO2_s","ppCO2_r","ppCO2_surface","ppCO2_i","xsi_LICOR","xsi_TDL","a_bar","t","gamma_star","e","delta_tdl","delta_i","delta_e","delta_f","equation_top","delta_difference","gmc"
"NA","s","mol m^(-2) s^(-1)","micromol m^(-2) s^(-1)","micromol mol^(-1)","micromol mol^(-1)","Pa","Pa","mol m^(-2) s^(-1)","mol m^(-2) s^(-1)","mol m^(-2) s^(-1)","mol m^(-2) s^(-1)","degrees C","kPa","%","kPa","kPa","kPa","micromol m^(-2) s^(-1)","cm^2","NA","micromol mol^(-1)","micromol mol^(-1)","mmol mol^(-1)","mmol mol^(-1)","micromol s^(-1)","kPa","kPa","degrees C","degrees C","micromol s^(-1)","micromol s^(-1)","","","","","","%","micromol m^(-2) s^(-1)","","","","ppm","ppm","ppm","ppt","","","ppm","ppm","ppm","ppt","micromol mol^(-1)","micromol mol^(-1)","bar","mol m^(-2) s^(-1)","mol m^(-2) s^(-1)","micromol mol^(-1)","bar","bar","bar","bar","","","","","bar","","ppt","ppt","ppt","ppt","","ppt","mol m^(-2) s^(-1) bar^(-1)"
"7","2021-04-12 14:16:03","0.00558934743458882","40.0821384465071","399.959225806452","215.340141512098","21.2435805392833","39.4564894691101","0.38501275468054","2.90392502966732","0.35873617025121","0.226421334372844","24.9939935483871","3.17853912816588","52.2271171147551","1.67933118809401","3.21543918344972","1.49920794007186","1799.97387096774","6","0.5","399.959225806452","450.73964516129","17.0229032258064","10.4299612903226","500.007483870968","98.5512967741936","0.099982964516129","25.1877258064516","24.9939935483871","348.251","388.248","36625","17","15","17-15","C:\Users\eloch\Box Sync\Coralie things\2021-08-09 gm analysis\2021-04-12- pluto site13 cs gm 36625-17-15.xlsx","2","0.710568448235977","114","13","2021-04-12 14:16:22","393.657474531673","4.36510099297331","398.022575524646","-8.1508065113064","12","2021-04-12 14:16:02","440.3137681311","4.87501675672992","445.18878488783","-9.66142086038657","406.885599999213","455.490392321315","0.0197102593548387","0.240632971675337","2.11965330632651","380.021093085604","0.000394165003600284","0.00044420976538185","0.000374515715251328","0.000212220501935556","8.87624897328357","9.43872299467278","4.23800591799281","0.0123951109502152","4.65963578128575e-06","-1.66142086038657","14.5851092270691","17.9864716937583","-0.0156220230246176","0.14057196200759","2838378.89694612","3.27641252770627","0.866306935693839"
"8","2021-04-12 14:19:03","0.005649211431361","40.0376288900508","400.083","218.335702058027","21.5398953877775","39.4701639960735","0.391313971849205","2.90352530216956","0.364199260884977","0.229903929047178","24.9927838709677","3.17830988921289","52.3764598801548","1.68576563522241","3.21855589148196","1.49254425399048","1800.01064516129","6","0.5","400.083","450.839032258065","17.0874935483871","10.4244483870968","500.012870967742","98.5549193548387","0.100019735483871","25.204","24.9927838709677","348.27","388.331","36625","17","15","17-15","C:\Users\eloch\Box Sync\Coralie things\2021-08-09 gm analysis\2021-04-12- pluto site13 cs gm 36625-17-15.xlsx","2","0.710568448235977","115","13","2021-04-12 14:19:22","393.766344471878","4.36626079219595","398.132605264074","-8.16157693111508","12","2021-04-12 14:19:02","440.328844151971","4.87435640988055","445.203200561852","-9.82947018171298","407.038263705006","455.588288861063","0.0197109838709677","0.244571232405753","2.11936153443033","380.151768923242","0.000394301478002419","0.000444324044662071","0.000374658269288294","0.00021518057508611","8.88247193881922","9.45820204196282","4.23550321268224","0.0123380637904702","4.6598070616945e-06","-1.82947018171298","16.1621420917052","18.1695736357978","-0.0174584886400811","0.140512438040443","2834230.55651103","1.88437759469227","1.50406721269358"
"9","2021-04-12 14:22:03","0.00567368902039704","39.9573699770597","400.032419354839","218.89607511685","21.5971044792066","39.4686928546542","0.392001861829161","2.90397684945209","0.364799205634053","0.230286053603917","25.0046741935484","3.18056378235339","52.2516523455426","1.68388379084152","3.22264218498951","1.49667999151187","1800.00387096774","6","0.5","400.032419354839","450.704129032258","17.0668967741935","10.374764516129","500.007161290323","98.5637322580645","0.100003341935484","25.2253161290323","25.0046741935484","348.043","388.506","36625","17","15","17-15","C:\Users\eloch\Box Sync\Coralie things\2021-08-09 gm analysis\2021-04-12- pluto site13 cs gm 36625-17-15.xlsx","2","0.710568448235977","116","13","2021-04-12 14:22:22","393.700108256558","4.36464607336445","398.064754329922","-8.36157049029129","12","2021-04-12 14:22:02","440.127144543909","4.8716958560941","444.998840400003","-9.91640819062267","406.978275573389","455.429098684907","0.0197127464516129","0.245001163643226","2.11969113098692","380.137732448455","0.000394286882758361","0.000444230811015396","0.000374677936822373","0.000215752141401583","8.89459092463002","9.48135731748435","4.23525100672029","0.0123709587019376","4.66022374742622e-06","-1.91640819062267","15.0906185515435","18.2079795354919","-0.0183758265519143","0.140539451797808","2829004.26510818","2.99519735870252","0.944513474842829"
"10","2021-04-12 14:25:04","0.00572339383445969","40.0320673371219","399.9337","219.836072332125","21.6899419368254","39.4591235167011","0.395334971908615","2.90431485787823","0.367688217617304","0.232127769395677","24.99953","3.1795884934099","52.2040310076658","1.68162770810087","3.22126026600118","1.49796078530903","1799.98833333333","6","0.5","399.9337","450.7178","17.0439566666667","10.2930966666667","500.011366666667","98.5641766666667","0.09998571","25.21811","24.99953","348.092","388.616","36625","17","15","17-15","C:\Users\eloch\Box Sync\Coralie things\2021-08-09 gm analysis\2021-04-12- pluto site13 cs gm 36625-17-15.xlsx","2","0.710568448235977","117","13","2021-04-12 14:25:22","393.526188568437","4.36471789044122","397.890906458879","-7.90698999763695","12","2021-04-12 14:25:02","440.227690350741","4.87420519417356","445.101895544914","-9.6326774839337","406.868346466208","455.405331095481","0.0197128353333333","0.247084357442885","2.11993785246586","379.997269628044","0.000394191358617537","0.000444246288660113","0.000374541180164695","0.000216679614710497","8.87517549784283","9.42792989856192","4.23395314005423","0.0123803076872713","4.66024475965327e-06","-1.6326774839337","16.672751946743","18.2709370427257","-0.0156992747261947","0.140576771336211","2834511.20743733","1.47330759937274","1.92390998909129"
"2","2021-04-12 09:25:04","0.00529010860861179","39.0492671577975","399.96735483871","209.663489116163","20.6409698216792","39.3760217178711","0.362076878271469","2.90051685160959","0.338710435432314","0.213667618843438","24.9983516129032","3.17936511949845","52.1899610701003","1.6797108133493","3.21845576986185","1.49965430614916","1800.02096774194","6","0.5","399.96735483871","449.364806451613","17.0618935483871","10.822164516129","500.007225806452","98.3480967741936","0.0999921548387097","25.2034774193548","24.9983516129032","349.414","391.173","36625","WT","1","WT-1","C:\Users\eloch\Box Sync\Coralie things\2021-08-09 gm analysis\2021-04-12- pluto site13 cs gm 36625-WT-1.xlsx","2","0.710568448235977","17","13","2021-04-12 09:25:22","394.211415320049","4.37089817305778","398.582313493106","-8.22914137194286","12","2021-04-12 09:25:02","439.616071085702","4.86726811590975","444.483339201612","-9.66629527730389","406.910010115066","454.281111375488","0.0196696193548387","0.226298048919668","2.11716558511649","380.548102411502","0.000393360281201957","0.0004419417347182","0.000374261816032021","0.000206200051176115","9.09692285288327","9.68351648663154","4.24693490838867","0.0124318682079374","4.65002821627393e-06","-1.66629527730389","14.2318805559362","17.6306987070849","-0.0156424360734638","0.140579440831638","2771183.22894239","3.27388114639053","0.846451995362638"
"3","2021-04-12 09:28:04","0.00543091690356221","39.2388526509101","399.989548387097","214.199922863936","21.0887609148832","39.380424799433","0.373781982607983","2.9000102102908","0.348931914163093","0.220177302830691","24.9914096774194","3.17804949129108","52.2273113558167","1.68351109900128","3.22343052953995","1.4945383922898","1799.98322580645","6","0.5","399.989548387097","449.68164516129","17.0995322580645","10.6940387096774","500.013064516129","98.3536161290323","0.100018367741935","25.2294258064516","24.9914096774194","349.31","390.605","36625","WT","1","WT-1","C:\Users\eloch\Box Sync\Coralie things\2021-08-09 gm analysis\2021-04-12- pluto site13 cs gm 36625-WT-1.xlsx","2","0.710568448235977","18","13","2021-04-12 09:28:22","394.243731917627","4.37200746081899","398.615739378446","-8.05875760337438","12","2021-04-12 09:28:02","439.907910548777","4.8710987532798","444.779009302057","-9.54439754629022","406.948171777771","454.542540686588","0.0196707232258065","0.233613739129989","2.11679577393489","380.451476581805","0.000393404184976895","0.000442278159084652","0.000374187784834504","0.000210673369882279","9.04935944250247","9.63491126252665","4.24225648969681","0.0123853734602137","4.65028917867765e-06","-1.54439754629022","14.6415817085943","17.9145923167163","-0.0147465280803931","0.14055856764525","2783831.58098813","3.14719856855716","0.884542719611235"
"4","2021-04-12 09:31:04","0.00551983728345904","39.4096124858655","399.97664516129","216.452209450936","21.3103679959683","39.3788980939554","0.380684851836571","2.90027661085296","0.354944547995611","0.224007804812939","24.9770870967742","3.17533659435621","52.1210999044493","1.68203700177587","3.22717096312138","1.49329959258034","1799.98806451613","6","0.5","399.97664516129","449.916677419355","17.0846709677419","10.5741451612903","500.008709677419","98.3529935483871","0.100000070967742","25.2489129032258","24.9770870967742","349.101","389.943","36625","WT","1","WT-1","C:\Users\eloch\Box Sync\Coralie things\2021-08-09 gm analysis\2021-04-12- pluto site13 cs gm 36625-WT-1.xlsx","2","0.710568448235977","19","13","2021-04-12 09:31:22","394.264171798987","4.37080717933485","398.634978978322","-8.38249421141701","12","2021-04-12 09:31:02","439.805755780474","4.86866829045382","444.674424070928","-9.80865030381239","406.928891377747","454.725005637434","0.0196705987096774","0.237928032397857","2.11699022689997","380.343473501002","0.000393389004010539","0.000442506520715376","0.000374079191954152","0.000212887227596621","9.00913870248244","9.6585530771817","4.23953222699505","0.0123728698116992","4.65025974224053e-06","-1.80865030381239","14.0867252745664","18.0565469014343","-0.0173812394944946","0.140559586459318","2796452.8384546","3.84664327990303","0.726985227110814"
"5","2021-04-12 09:34:04","0.00557435444468705","39.5525093948424","399.964161290323","216.988495299303","21.3645642510906","39.3802446080565","0.383483532776322","2.90078902872978","0.357381556823579","0.225560407516587","24.9881032258064","3.17742302339022","52.0334319651815","1.67955467774927","3.22783759270991","1.49786834564096","1799.98193548387","6","0.5","399.964161290323","450.102483870968","17.0583419354839","10.4832419354839","500.001387096774","98.3594774193548","0.0999557483870968","25.2523838709677","24.9881032258064","349.16","389.231","36625","WT","1","WT-1","C:\Users\eloch\Box Sync\Coralie things\2021-08-09 gm analysis\2021-04-12- pluto site13 cs gm 36625-WT-1.xlsx","2","0.710568448235977","20","13","2021-04-12 09:34:22","394.224739940683","4.37035583869338","398.595095779377","-8.3857160381936","12","2021-04-12 09:34:02","440.168011565912","4.87344260664085","445.041454172553","-9.65336932859839","406.905290877468","454.871006683468","0.019671895483871","0.239677207985201","2.11736425454728","380.257054161578","0.000393402658909867","0.00044271845098702","0.000374018851323561","0.000213428750036516","8.97721464747849","9.58183740488763","4.23844485258183","0.0124090506401881","4.65056630824373e-06","-1.65336932859839","12.4010684832348","18.0918147208955","-0.0158743359623811","0.140574147043852","2806404.15341834","5.56604642657925","0.504200636921939"
"6","2021-04-12 09:37:04","0.00571927042714197","39.6017104092637","399.984903225806","221.699589871011","21.8293517454743","39.3839751822532","0.395305003629658","2.90137877228202","0.367636409033042","0.23209708359492","24.9864870967742","3.1771168573707","51.9566319672632","1.68313611616478","3.23950197007629","1.49398074120592","1800.00612903226","6","0.5","399.984903225806","450.251741935484","17.0939838709677","10.3482258064516","500.003580645161","98.3636935483871","0.0999606161290323","25.3130161290323","24.9864870967742","349.147","388.763","36625","WT","1","WT-1","C:\Users\eloch\Box Sync\Coralie things\2021-08-09 gm analysis\2021-04-12- pluto site13 cs gm 36625-WT-1.xlsx","2","0.710568448235977","21","13","2021-04-12 09:37:22","394.145111691173","4.37078416028496","398.515895851458","-8.08817854073607","12","2021-04-12 09:37:02","440.161079782401","4.87452894184174","445.035608724242","-9.41701221111857","406.941148657389","454.959768351233","0.0196727387096774","0.247065627268536","2.11779472429344","380.231881216447","0.000393439924448845","0.000442884243633694","0.000374010122413013","0.000218071905178752","8.95723211352052","9.56660265598078","4.23380833532219","0.0123730221702667","4.65076565240601e-06","-1.41701221111857","12.9824668497484","18.387351688487","-0.0138882903716423","0.140556727311053","2808993.00609265","5.2782164017992","0.532186025024502"
"7","2021-04-12 09:40:04","0.00580402465822902","39.9143863965979","400.056290322581","222.876894989198","21.9456254795459","39.3916359907176","0.401452741941946","2.90014271532034","0.372938890687125","0.235479673593435","25.0004677419355","3.17976626065784","51.9683641411254","1.68521468198657","3.24277030812475","1.49455157867127","1799.98870967742","6","0.5","400.056290322581","450.73864516129","17.1148193548387","10.2693580645161","500.012161290322","98.3652129032258","0.100020474193548","25.3299709677419","25.0004677419355","349.118","388.421","36625","WT","1","WT-1","C:\Users\eloch\Box Sync\Coralie things\2021-08-09 gm analysis\2021-04-12- pluto site13 cs gm 36625-WT-1.xlsx","2","0.710568448235977","22","13","2021-04-12 09:40:22","394.368775029884","4.37235884216698","398.741133872051","-8.2935761892381","12","2021-04-12 09:40:02","440.508514749293","4.87621321302697","445.38472796232","-9.85629713781611","407.022405262012","455.415469687632","0.0196730425806452","0.250907963713716","2.11689249293455","380.131565135572","0.000393516221708554","0.000443370027950018","0.00037391722335797","0.000219233332268223","8.89340376144155","9.54867944139074","4.23131736213301","0.0123759797174658","4.65083748951422e-06","-1.85629713781611","15.276574676812","18.458687588518","-0.0181485679505579","0.140532477386624","2831418.16330088","3.05972900226986","0.925382006445797"
"8","2021-04-12 09:43:04","0.00587527788341545","39.5912558153038","400.040129032258","226.107313621878","22.262921048878","39.3886498688045","0.406393489221203","2.90029799569067","0.377202262163653","0.238199162293459","25.007464516129","3.18109290966094","51.9519084320647","1.68535891984099","3.24407508926232","1.49573398981995","1799.99806451613","6","0.5","400.040129032258","450.369451612903","17.1168903225806","10.1873193548387","500.005967741935","98.3617580645161","0.0999886709677419","25.336735483871","25.007464516129","349.113","387.995","36625","WT","1","WT-1","C:\Users\eloch\Box Sync\Coralie things\2021-08-09 gm analysis\2021-04-12- pluto site13 cs gm 36625-WT-1.xlsx","2","0.710568448235977","23","13","2021-04-12 09:43:22","394.155026219657","4.36963934941804","398.524665569075","-8.3729274036698","12","2021-04-12 09:43:02","440.248713929924","4.87368188978997","445.122395819714","-9.78629408671383","407.006820133017","455.00473010646","0.0196723516129032","0.253995930763252","2.11700583627056","380.255826654249","0.000393486503879688","0.000442991310391972","0.000374026316239879","0.000222403128790929","8.94845049605536","9.55244801464561","4.22937978956418","0.0123848602323898","4.65067414016625e-06","-1.78629408671383","13.8030400030902","18.6641763320222","-0.0178659163459291","0.140540651289653","2808657.71174858","4.73846159398827","0.592736198455623"
"9","2021-04-12 09:46:04","0.00591768139933635","39.7511304563119","400.003225806452","226.589571121323","22.3102148143362","39.384680636476","0.409512930839728","2.90122349831425","0.379898067232049","0.2399183547658","24.9990387096774","3.1794953632275","51.8811790227371","1.68364404046454","3.24519232634764","1.49585132276296","1800.01483870968","6","0.5","400.003225806452","450.544","17.0996193548387","10.1199806451613","500.010806451613","98.3609419354839","0.0999656161290323","25.3425258064516","24.9990387096774","349.039","387.858","36625","WT","1","WT-1","C:\Users\eloch\Box Sync\Coralie things\2021-08-09 gm analysis\2021-04-12- pluto site13 cs gm 36625-WT-1.xlsx","2","0.710568448235977","24","13","2021-04-12 09:46:22","394.10314519898","4.37025985524226","398.473405054222","-8.1015529406443","12","2021-04-12 09:46:02","440.31298421774","4.87446945993719","445.187453677677","-9.77083888167451","406.962123205096","455.150110306949","0.0196721883870968","0.25594558177483","2.11768138563084","380.142137828214","0.000393446940675547","0.000443159322233807","0.000373911387461516","0.000222875636482507","8.9144657395754","9.53005502190937","4.22820480877673","0.0123848435316399","4.65063555250515e-06","-1.77083888167451","16.2997427065548","18.6956640353665","-0.0176814173060302","0.140553612498142","2820241.91086044","2.27304913361957","1.24073072999066"
"10","2021-04-12 09:49:04","0.00594081733482599","39.8517887656351","399.966","226.396097482877","22.2909593535724","39.3806516452221","0.410252153257869","2.90039548803763","0.380526608373669","0.240320122118075","25.000435483871","3.17976014536919","51.7870126906399","1.68053303582009","3.24508587869143","1.4992271095491","1800.0035483871","6","0.5","399.966","450.638548387097","17.0681806451613","10.0610096774194","500.00935483871","98.3600032258065","0.0999949870967742","25.3419741935484","25.000435483871","349.006","387.44","36625","WT","1","WT-1","C:\Users\eloch\Box Sync\Coralie things\2021-08-09 gm analysis\2021-04-12- pluto site13 cs gm 36625-WT-1.xlsx","2","0.710568448235977","25","13","2021-04-12 09:49:22","394.096578882846","4.37081890720018","398.467397790046","-7.95813858222127","12","2021-04-12 09:49:02","440.341068659783","4.87609904078304","445.217167700566","-9.50297276783363","406.911234456245","455.218506183146","0.0196720006451613","0.256407595786168","2.11707699856762","380.047618190392","0.000393406570502129","0.000443248090730276","0.000373814849511671","0.000222683208787258","8.89314950068399","9.52340874730987","4.2278643227822","0.0124124735205337","4.65059116906887e-06","-1.50297276783363","15.0533502482676","18.685529082451","-0.0149587600822274","0.140574463285399","2827334.48022175","3.50656313098024","0.806297897574536"
"1","2021-04-12 11:52:04","0.00651371223870194","39.5712957684444","399.983709677419","242.346654975634","23.895548934391","39.4386722957533","0.454168570601013","2.90334944251784","0.418072147883195","0.264298729927601","24.9996677419355","3.17961460453237","51.493944455392","1.68124778869687","3.26494271603779","1.4983668158355","1799.99741935484","6","0.5","399.983709677419","450.594935483871","17.0510741935484","9.36801741935484","500.007741935484","98.5006903225807","0.100006009677419","25.4446","24.9996677419355","356.818","379.885","36625","WT","3","WT-3","C:\Users\eloch\Box Sync\Coralie things\2021-08-09 gm analysis\2021-04-12- pluto site13 cs gm 36625-WT-3.xlsx","2","0.710568448235977","66","13","2021-04-12 11:52:22","394.070789093178","4.35842746961727","398.429216562795","-10.7058752494213","12","2021-04-12 11:52:02","440.21970256189","4.86859545028802","445.088298012178","-10.754545989887","406.92216978543","454.85603474062","0.0197001380645161","0.283855356625633","2.11923316972105","380.112391536948","0.000393986715210125","0.0004438391220102","0.000374413329665564","0.000238713128124682","8.90306307156126","9.53915688406824","4.21091389161581","0.0123745220452737","4.65724304125677e-06","-2.75454598988701","0.469522466793541","19.6915096857524","-0.0295892048952592","0.140557568432775","2805379.6912692","19.1110188554213","0.146793832003016"
"3","2021-04-12 11:58:04","0.00663842326123893","40.1022478816985","399.972032258064","243.046808867872","23.9635949255642","39.435892235053","0.463137894490835","2.90285223107264","0.425658783565051","0.269150889738424","24.9944129032258","3.17861860104216","51.3110029687745","1.67881808191114","3.27184811205657","1.49980051913102","1800.02483870968","6","0.5","399.972032258064","451.279870967742","17.027135483871","9.19683225806452","500.010516129032","98.4966258064516","0.0999985935483871","25.4801612903226","24.9944129032258","356.704","379.484","36625","WT","3","WT-3","C:\Users\eloch\Box Sync\Coralie things\2021-08-09 gm analysis\2021-04-12- pluto site13 cs gm 36625-WT-3.xlsx","2","0.710568448235977","68","13","2021-04-12 11:58:22","394.010663485331","4.34658454240365","398.357248027735","-13.243477458594","12","2021-04-12 11:58:02","440.721736994549","4.89402038494925","445.615757379499","-6.72122968212052","406.900380159478","455.468740573589","0.0196993251612903","0.289461184056772","2.11887024165886","379.824240335807","0.000393958955943685","0.000444495445846934","0.000374114060725757","0.000239392905865109","8.79553460673484","9.42932317358138","4.20741344679663","0.0123840457280534","4.65705086555327e-06","1.27877031787948","-58.6691886598451","19.7355030098597","0.0135983918240091","0.140564349859288","2835882.36157417","78.2505289280215","0.0362410631649883"
"4","2021-04-12 12:12:17","0.00630810048362238","40.9638588619428","399.968129032258","232.128428240419","22.8867699789112","39.4349741539449","0.438790013734499","2.90341960157339","0.405000074516779","0.255943754419189","24.9940580645161","3.1785513546492","51.4818718145774","1.6807179895675","3.26467925568238","1.4978333650817","1800.00322580645","6","0.5","399.968129032258","452.151322580645","17.046635483871","9.60610774193548","500.010387096774","98.4952838709677","0.100007332258064","25.4432419354839","24.9940580645161","355.78","380.236","36625","WT","3","WT-3","C:\Users\eloch\Box Sync\Coralie things\2021-08-09 gm analysis\2021-04-12- pluto site13 cs gm 36625-WT-3.xlsx","2","0.710568448235977","73","13","2021-04-12 12:13:22","393.782340347323","4.36825922960842","398.150599576931","-7.74792053685425","12","2021-04-12 12:13:02","441.511025053091","4.88887744714501","446.399902500236","-9.53884390173809","406.904481403497","456.536864892972","0.0196990567741935","0.274243758584062","2.1192843807105","379.479007945899","0.000393949744083721","0.000445347728702141","0.000373768926107045","0.000228635554340616","8.66469243898204","9.25194511534845","4.21688669912695","0.0123751818891299","4.65698741706703e-06","-1.53884390173809","16.9824955836626","19.0441528031963","-0.0152913553483971","0.14056322934089","2901998.41136839","1.93638534554115","1.49866782355626"
"5","2021-04-12 12:15:17","0.00633526848497276","41.1953491015154","399.983516129032","231.689282417994","22.843497924146","39.43653554031","0.440135150394895","2.90255625851583","0.406137044704542","0.256671048886965","25.0021225806452","3.18007998875314","51.4673956439057","1.68001158053442","3.26422497100522","1.50006840821872","1800.00096774194","6","0.5","399.983516129032","452.458193548387","17.0394516129032","9.5667464516129","500.005193548387","98.4954129032258","0.0999890322580645","25.4409","25.0021225806452","355.721","380.429","36625","WT","3","WT-3","C:\Users\eloch\Box Sync\Coralie things\2021-08-09 gm analysis\2021-04-12- pluto site13 cs gm 36625-WT-3.xlsx","2","0.710568448235977","74","13","2021-04-12 12:16:22","393.747851227746","4.36724433579751","398.115095563543","-7.89156108470734","12","2021-04-12 12:16:02","441.834478913699","4.89155878159073","446.72603769529","-9.72110426872907","406.917161411361","456.828556520475","0.0196990825806452","0.275084468996809","2.11865420329623","379.374174056994","0.000393965415756131","0.00044565056594996","0.000373666159185638","0.000228203315370124","8.62241019477902","9.18982472062701","4.21630973072353","0.0123932558165811","4.65699351788302e-06","-1.72110426872907","17.2390679095668","19.0160445306459","-0.0169751012325795","0.140562903703003","2918702.99708367","1.65338881860868","1.76528531234399"
"6","2021-04-12 12:18:17","0.00638542015434509","41.3163081954962","399.986161290323","232.479832251787","22.920443693656","39.4350778701837","0.44388086367318","2.90278173172364","0.409328413246494","0.258710157373083","24.9748","3.17490357370178","51.3282930701931","1.67473371723001","3.26278864356499","1.50016985647177","1800.00129032258","6","0.5","399.986161290323","452.629387096774","16.9866612903226","9.45449483870968","500.011774193548","98.4911129032258","0.0999927064516129","25.4334935483871","24.9748","355.636","380.475","36625","WT","3","WT-3","C:\Users\eloch\Box Sync\Coralie things\2021-08-09 gm analysis\2021-04-12- pluto site13 cs gm 36625-WT-3.xlsx","2","0.710568448235977","75","13","2021-04-12 12:19:22","393.690204240255","4.36593236015108","398.056136600406","-8.04437495285271","12","2021-04-12 12:19:02","441.905533171671","4.89301614928114","446.798549320952","-9.58534028033897","406.897999792508","456.949614872133","0.0196982225806452","0.277425539795737","2.11881878228003","379.312197907342","0.000393950821713731","0.000445799720678663","0.000373588805096627","0.000228971974060337","8.59805568832198","9.16652509350686","4.21486702471202","0.0123928915592313","4.65679020819034e-06","-1.58534028033897","14.4455504625085","19.0656394907962","-0.0156452619718407","0.140561871724806","2927123.48561607","4.49517241853474","0.651170458678469"
"7","2021-04-12 12:21:17","0.00645336820888153","41.6755363808267","399.977870967742","232.992656907141","22.968985986378","39.4307968116818","0.449581658157148","2.90278932272395","0.414173984993292","0.261807205911263","24.9941451612903","3.17856786046689","51.4327742507453","1.68037976680214","3.2671381065504","1.49818809366475","1799.97709677419","6","0.5","399.977870967742","453.084548387097","17.0454258064516","9.43358677419355","500.013290322581","98.4824387096774","0.10000715483871","25.4559129032258","24.9941451612903","355.836","380.539","36625","WT","3","WT-3","C:\Users\eloch\Box Sync\Coralie things\2021-08-09 gm analysis\2021-04-12- pluto site13 cs gm 36625-WT-3.xlsx","2","0.710568448235977","76","13","2021-04-12 12:22:22","393.819243968805","4.3669115908036","398.186155559609","-8.14698959130644","12","2021-04-12 12:22:02","442.32850123854","4.89567467419668","447.224175912737","-9.99479720259977","406.913891515178","457.399465939507","0.0196964877419355","0.280988536348218","2.11882432315617","379.122226731971","0.000393907961628079","0.000446208712668341","0.000373368814576078","0.000229456850536624","8.53159283171362","9.11994759764428","4.21265726711406","0.0123765769066734","4.65638008083581e-06","-1.99479720259977","17.28398927346","19.0970607144435","-0.0195629491477249","0.140560197984121","2953518.30928982","1.69207419214708","1.74550165884989"
"8","2021-04-12 12:24:17","0.00657173843955312","41.8257679705591","399.955806451613","235.545166880188","23.2216791644578","39.4304223703541","0.459339864409103","2.90326094045327","0.422451470894438","0.26709914378072","24.9925387096774","3.17826343187921","51.4850903335876","1.68243238417287","3.26780505437958","1.49583104770634","1800.00419354839","6","0.5","399.955806451613","453.299870967742","17.0654677419355","9.31409838709677","500.008838709677","98.4869419354839","0.100006258064516","25.4593483870968","24.9925387096774","356.151","380.305","36625","WT","3","WT-3","C:\Users\eloch\Box Sync\Coralie things\2021-08-09 gm analysis\2021-04-12- pluto site13 cs gm 36625-WT-3.xlsx","2","0.710568448235977","77","13","2021-04-12 12:25:22","393.852663624135","4.37013937255969","398.222802996695","-7.49809029705828","12","2021-04-12 12:25:02","442.61078836258","4.90168836267344","447.512476725253","-9.41088528511003","406.899740853348","457.56164514882","0.0196973883870968","0.287087415255689","2.11916856967392","379.011105777091","0.000393904242867596","0.000446441180713623","0.000373276447675719","0.000231981231737129","8.49766276866067","9.07923390180541","4.20891108328707","0.0123538364984908","4.65659299931366e-06","-1.41088528511003","17.8095439107023","19.2579770872204","-0.0139419764243309","0.140561558345287","2962983.78229805","1.32181359459715","2.24160486350656"
